empty_slots,free_bikes,latitude,longitude,timestamp
32,3,48.865983,2.275725,2023-12-04T04:49:10.102000Z
33,21,48.85375581057431,2.3390958085656166,2023-12-04T04:49:09.860000Z
26,11,48.867872484749,2.3648982158072,2023-12-04T04:49:07.405000Z
11,9,48.856451985395786,2.334851883351803,2023-12-04T04:49:07.921000Z
15,6,48.87929591733507,2.3373600840568547,2023-12-04T04:49:08.016000Z
16,4,48.855907555969,2.3925706744194,2023-12-04T04:49:09.440000Z
3,27,48.840855311763,2.3875549435616,2023-12-04T04:49:07.348000Z
54,5,48.851296433665276,2.325061820447445,2023-12-04T04:49:09.801000Z
31,11,48.851518815017,2.3436703160405,2023-12-04T04:49:10.036000Z
30,9,48.881973298352,2.301132157445,2023-12-04T04:49:09.448000Z
26,9,48.88287775178599,2.287667370814871,2023-12-04T04:49:07.813000Z
46,13,48.871044051984,2.3661044619878,2023-12-04T04:49:07.658000Z
19,2,48.874422773426545,2.3284685611724854,2023-12-04T04:49:07.812000Z
22,2,48.837525839067,2.3360354080796,2023-12-04T04:49:08.307000Z
13,8,48.85165383178419,2.3308077827095985,2023-12-04T04:49:07.880000Z
13,5,48.853147816545,2.3263905197382,2023-12-04T04:49:07.217000Z
8,15,48.84389286531899,2.3519663885235786,2023-12-04T04:49:08.869000Z
14,2,48.84708159081946,2.321374788880348,2023-12-04T04:49:07.857000Z
16,14,48.91039875761846,2.3851355910301213,2023-12-04T04:49:08.130000Z
23,4,48.81580226360801,2.376804985105991,2023-12-04T04:49:08.021000Z
39,9,48.836022242886884,2.4708339950830287,2023-12-04T04:49:07.228000Z
18,7,48.835583838706,2.2325500845909,2023-12-04T04:49:09.409000Z
35,11,48.835092787824,2.3534681351338,2023-12-04T04:49:08.670000Z
23,1,48.879089,2.354235,2023-12-04T04:49:08.227000Z
58,4,48.876116,2.288124,2023-12-04T04:49:09.785000Z
10,9,48.794902381218904,2.3734183609485626,2023-12-04T04:49:09.233000Z
11,6,48.84504716661511,2.3494647851273465,2023-12-04T04:49:07.847000Z
0,39,48.8570414504784,2.37289470306807,2023-12-04T04:49:07.816000Z
17,1,48.84479928858768,2.329337755887181,2023-12-04T04:49:08.272000Z
40,12,48.83310149953933,2.299380004405976,2023-12-04T04:49:07.814000Z
54,16,48.851315406715976,2.2919502854347233,2023-12-04T04:49:07.052000Z
29,4,48.879406604954,2.3034455627202988,2023-12-04T04:49:07.090000Z
25,7,48.830981659316855,2.3481646925210953,2023-12-04T04:49:09.489000Z
22,21,48.871031137596,2.379056852114,2023-12-04T04:49:08.791000Z
18,3,48.82234096593411,2.327861653302471,2023-12-04T04:49:09.385000Z
29,8,48.86785,2.446748,2023-12-04T04:49:07.953000Z
10,6,48.83823094269141,2.270506024360657,2023-12-04T04:49:07.438000Z
20,0,48.790147809608,2.4328628182411,2023-12-04T04:49:09.293000Z
13,15,48.89792240854517,2.32851451022192,2023-12-04T04:49:08.487000Z
11,19,48.853844054333514,2.289705348222022,2023-12-04T04:49:08.451000Z
5,25,48.79628807093802,2.417212128639221,2023-12-04T04:49:07.306000Z
38,4,48.89594736851349,2.381133802246315,2023-12-04T04:49:09.576000Z
25,4,48.882428,2.314002,2023-12-04T04:49:07.936000Z
16,8,48.840579923690115,2.2584119439125065,2023-12-04T04:49:08.461000Z
15,10,48.84884147189881,2.426325418925233,2023-12-04T04:49:07.914000Z
12,6,48.8804934032465,2.39806417375803,2023-12-04T04:49:07.102000Z
17,5,48.892648526839,2.2136941552162,2023-12-04T04:49:07.057000Z
18,7,48.81807418981508,2.3267009854316716,2023-12-04T04:49:08.356000Z
17,8,48.848951441614,2.3411329463124,2023-12-04T04:49:08.740000Z
22,0,48.78980918988166,2.3143940046429634,2023-12-04T04:49:08.428000Z
25,8,48.871417284355,2.3076787590981,2023-12-04T04:49:08.149000Z
34,7,48.888735896947,2.3469526693225,2023-12-04T04:49:09.948000Z
7,18,48.8693268535238,2.395084574818611,2023-12-04T04:49:07.277000Z
25,15,48.86785342111862,2.349364310503006,2023-12-04T04:49:08.253000Z
11,6,48.879161,2.343698,2023-12-04T04:49:08.419000Z
38,23,48.861411014652,2.3201214185208,2023-12-04T04:49:07.448000Z
18,2,48.879355,2.358379,2023-12-04T04:49:07.532000Z
2,12,48.8214169,2.342167,2023-12-04T04:49:08.881000Z
16,20,48.8351212784276,2.385534569621086,2023-12-04T04:49:07.391000Z
13,9,48.859091104741,2.3185685276985,2023-12-04T04:49:08.158000Z
6,19,48.88949630486821,2.333393658804396,2023-12-04T04:49:07.549000Z
24,16,48.894799816683985,2.318705212173216,2023-12-04T04:49:09.691000Z
19,10,48.87320440102894,2.323658830743138,2023-12-04T04:49:08.443000Z
11,11,48.78448485079149,2.35908430069685,2023-12-04T04:49:07.599000Z
14,7,48.86106902949534,2.2730283066630363,2023-12-04T04:49:09.206000Z
25,0,48.8978867,2.3458001,2023-12-04T04:49:09.024000Z
18,5,48.844730256132095,2.341923944866407,2023-12-04T04:49:09.630000Z
29,21,48.8468428626593,2.452062070369721,2023-12-04T04:49:07.540000Z
24,3,48.874750203956566,2.301771435325988,2023-12-04T04:49:09.384000Z
14,3,48.87759897050706,2.348463758826256,2023-12-04T04:49:08.753000Z
9,12,48.88655580065981,2.288640439510346,2023-12-04T04:49:07.554000Z
18,5,48.87935941942529,2.366596162319184,2023-12-04T04:49:08.844000Z
0,18,48.851419978983,2.3097044974566,2023-12-04T04:49:07.702000Z
25,2,48.8761373390584,2.3680844979417,2023-12-04T04:49:09.460000Z
18,44,48.82435782216384,2.377065159380436,2023-12-04T04:49:08.215000Z
41,2,48.877753,2.327339,2023-12-04T04:49:08.825000Z
6,40,48.83940266673835,2.32971478253603,2023-12-04T04:49:07.680000Z
29,4,48.891457726153774,2.348636478060487,2023-12-04T04:49:07.608000Z
19,5,48.880726,2.351464,2023-12-04T04:49:07.766000Z
9,5,48.879223,2.349147,2023-12-04T04:49:09.660000Z
4,16,48.8462904,2.3521495,2023-12-04T04:49:08.299000Z
12,2,48.87219,2.329423,2023-12-04T04:49:09.800000Z
29,3,48.875642647477,2.3594588041306,2023-12-04T04:49:08.698000Z
43,3,48.87973954830735,2.288012132048607,2023-12-04T04:49:07.431000Z
23,4,48.88320784122797,2.3308449949028507,2023-12-04T04:49:07.469000Z
20,20,48.856691550115315,2.306646779179573,2023-12-04T04:49:08.399000Z
2,12,48.857058739111,2.3417982839439,2023-12-04T04:49:10.086000Z
20,5,48.874777677621296,2.326515804784655,2023-12-04T04:49:07.879000Z
15,2,48.883667,2.395733,2023-12-04T04:49:09.171000Z
27,30,48.845515089794,2.3726498446286,2023-12-04T04:49:08.669000Z
12,5,48.857615678565,2.3358313530377,2023-12-04T04:49:09.061000Z
4,19,48.8978765,2.3230632,2023-12-04T04:49:08.685000Z
20,4,48.838683941628375,2.3110422492027287,2023-12-04T04:49:08.242000Z
17,20,48.849063299501,2.3558086529374,2023-12-04T04:49:08.873000Z
7,25,48.856502977696,2.2931787543289,2023-12-04T04:49:09.209000Z
18,8,48.862923800596,2.4155035614967,2023-12-04T04:49:10.153000Z
25,9,48.8847601,2.3534657,2023-12-04T04:49:07.822000Z
26,7,48.87745567681383,2.309694221419506,2023-12-04T04:49:07.339000Z
12,4,48.88006587474148,2.3310810327529907,2023-12-04T04:49:08.891000Z
2,20,48.876719895109,2.344393021854,2023-12-04T04:49:08.193000Z
4,10,48.87748519186726,2.3660067468881607,2023-12-04T04:49:09.304000Z
10,13,48.88917613743794,2.3833653330802917,2023-12-04T04:49:09.394000Z
38,11,48.881949,2.352339,2023-12-04T04:49:07.329000Z
28,12,48.88896161855884,2.322528975094376,2023-12-04T04:49:09.025000Z
21,3,48.884492238407525,2.3703941702842717,2023-12-04T04:49:08.692000Z
11,7,48.870702423554306,2.358739863900845,2023-12-04T04:49:09.688000Z
7,28,48.848225572724,2.3502873256803,2023-12-04T04:49:07.542000Z
32,1,48.87334627510507,2.337980867701675,2023-12-04T04:49:09.394000Z
27,12,48.872010281270974,2.392039597034455,2023-12-04T04:49:09.239000Z
23,20,48.847208456061,2.3861273378134,2023-12-04T04:49:07.496000Z
15,21,48.862147844548,2.3772348091006,2023-12-04T04:49:09.482000Z
36,2,48.88022154052015,2.2854680567979813,2023-12-04T04:49:07.100000Z
15,8,48.836395736424,2.2784192115068,2023-12-04T04:49:07.296000Z
14,3,48.88192765861766,2.392586767673493,2023-12-04T04:49:07.265000Z
6,17,48.85507930579506,2.3733686318721463,2023-12-04T04:49:07.964000Z
28,7,48.874746047357135,2.3082953318953514,2023-12-04T04:49:09.893000Z
11,34,48.858688774062955,2.383553994571467,2023-12-04T04:49:09.812000Z
15,21,48.80889533774377,2.5382421165704727,2023-12-04T04:49:07.682000Z
20,5,48.8687591,2.4329931,2023-12-04T04:49:09.618000Z
28,21,48.84097491091973,2.264390252530575,2023-12-04T04:49:08.120000Z
18,5,48.88364782887555,2.2952447086572647,2023-12-04T04:49:07.080000Z
10,8,48.837668272811,2.3448138346607,2023-12-04T04:49:07.740000Z
13,13,48.83761417037952,2.397253782195704,2023-12-04T04:49:08.515000Z
11,3,48.842524,2.364044,2023-12-04T04:49:08.800000Z
9,3,48.852804604940296,2.293077029857222,2023-12-04T04:49:07.664000Z
26,25,48.893923963057865,2.39790290594101,2023-12-04T04:49:10.165000Z
26,11,48.84702057165222,2.3464982619671075,2023-12-04T04:49:08.431000Z
4,18,48.8750898883217,2.3826304078102116,2023-12-04T04:49:08.404000Z
15,1,48.875034655883944,2.359801238597928,2023-12-04T04:49:07.727000Z
6,23,48.861142162761,2.3677996181077,2023-12-04T04:49:08.783000Z
27,14,48.85154484769,2.3146149516106,2023-12-04T04:49:08.282000Z
2,30,48.81411442356866,2.39090770483017,2023-12-04T04:49:07.940000Z
24,10,48.82237977153955,2.4586871266365056,2023-12-04T04:49:09.411000Z
16,1,48.8795431,2.3264628,2023-12-04T04:49:08.759000Z
49,2,48.86131452758348,2.440614402294159,2023-12-04T04:49:07.977000Z
23,34,48.8667175,2.3692541,2023-12-04T04:49:07.237000Z
59,8,48.8471116,2.3956204,2023-12-04T04:49:08.230000Z
26,15,48.886472466142,2.3328901827335,2023-12-04T04:49:07.070000Z
22,14,48.85708641027236,2.3984125256538396,2023-12-04T04:49:09.744000Z
1,26,48.9155156,2.3814103,2023-12-04T04:49:09.324000Z
4,12,48.83372430280548,2.2713854536414146,2023-12-04T04:49:07.132000Z
17,5,48.87403113727167,2.38959476351738,2023-12-04T04:49:08.498000Z
55,10,48.87590240712654,2.322616316378116,2023-12-04T04:49:07.703000Z
7,18,48.84780306364685,2.445141971111298,2023-12-04T04:49:08.652000Z
33,16,48.89738369720229,2.3959985375404362,2023-12-04T04:49:07.907000Z
14,10,48.871244610447015,2.4039056897163396,2023-12-04T04:49:08.792000Z
2,13,48.84706173362218,2.4787822365760808,2023-12-04T04:49:07.459000Z
2,14,48.88633710236977,2.407338917255402,2023-12-04T04:49:08.888000Z
44,9,48.864920982538,2.3025491823859,2023-12-04T04:49:08.659000Z
24,6,48.818144834008976,2.271184623241425,2023-12-04T04:49:07.901000Z
6,32,48.8927825,2.3635598,2023-12-04T04:49:08.680000Z
18,7,48.852828153442,2.2978776320815,2023-12-04T04:49:08.287000Z
48,16,48.83769531916335,2.275374233722687,2023-12-04T04:49:07.858000Z
12,22,48.7985844,2.3821302,2023-12-04T04:49:09.790000Z
15,10,48.877436681515796,2.3860743641853337,2023-12-04T04:49:07.658000Z
13,6,48.8417514,2.3413893,2023-12-04T04:49:07.276000Z
17,2,48.88467214209463,2.3919698596000676,2023-12-04T04:49:08.517000Z
18,10,48.843949064031825,2.415081394834419,2023-12-04T04:49:08.226000Z
15,17,48.828012849445,2.3056878894567,2023-12-04T04:49:08.708000Z
12,7,48.866830968942,2.3654810339212,2023-12-04T04:49:07.726000Z
8,17,48.77093586667601,2.4034014344215398,2023-12-04T04:49:08.205000Z
14,1,48.874575,2.356796,2023-12-04T04:49:07.357000Z
16,15,48.89401874744574,2.3319872841238976,2023-12-04T04:49:08.807000Z
9,10,48.87174684930295,2.3722528328789854,2023-12-04T04:49:07.340000Z
0,0,48.89579697978,2.3455855841349,2023-12-04T04:49:07.600000Z
11,9,48.879595787608,2.3544725775719,2023-12-04T04:49:09.316000Z
3,16,48.83796366147599,2.2877392172813416,2023-12-04T04:49:07.894000Z
22,12,48.84993035512154,2.294612042605877,2023-12-04T04:49:08.398000Z
0,31,48.859358523593,2.3896131366845,2023-12-04T04:49:09.595000Z
32,6,48.831632518292565,2.3293121159076686,2023-12-04T04:49:07.892000Z
29,3,48.872420063053,2.3483952362828,2023-12-04T04:49:09.225000Z
14,10,48.836191728066666,2.2811267160086417,2023-12-04T04:49:08.749000Z
30,19,48.852233164303,2.3266580700874,2023-12-04T04:49:09.020000Z
19,2,48.825218683556734,2.3107116669416428,2023-12-04T04:49:08.013000Z
11,19,48.88794016394694,2.326124420314341,2023-12-04T04:49:08.469000Z
5,19,48.8415473058801,2.233161628246308,2023-12-04T04:49:08.021000Z
10,13,48.81527009991819,2.298078276995073,2023-12-04T04:49:07.308000Z
15,15,48.90713441498779,2.396005728053061,2023-12-04T04:49:07.061000Z
8,12,48.876111,2.4677312,2023-12-04T04:49:09.193000Z
7,23,48.781383825117,2.3723508417606,2023-12-04T04:49:07.932000Z
32,0,48.87614039826388,2.301303138307601,2023-12-04T04:49:07.328000Z
9,16,48.826701758539215,2.3384983465075493,2023-12-04T04:49:09.803000Z
23,3,48.83495885166784,2.2416803240776066,2023-12-04T04:49:07.101000Z
14,15,48.84240765130395,2.281037718057633,2023-12-04T04:49:08.696000Z
26,4,48.81111581390707,2.3145738624448158,2023-12-04T04:49:09.254000Z
0,20,48.82941,2.375934,2023-12-04T04:49:08.313000Z
15,7,48.89110239200789,2.402843534946442,2023-12-04T04:49:08.322000Z
19,3,48.821092374256104,2.333725690841675,2023-12-04T04:49:07.424000Z
10,28,48.892371898250424,2.205548956990242,2023-12-04T04:49:07.858000Z
19,15,48.890451120965,2.3490573929687,2023-12-04T04:49:08.672000Z
17,17,48.848563233059,2.3204218259346,2023-12-04T04:49:09.234000Z
30,12,48.821475594736775,2.3026576638221745,2023-12-04T04:49:08.716000Z
51,5,48.857421708072074,2.437578141689301,2023-12-04T04:49:07.691000Z
12,11,48.82753962462998,2.2416052222251897,2023-12-04T04:49:07.724000Z
0,20,48.790114,2.4025777,2023-12-04T04:49:09.395000Z
3,45,48.8798926,2.2587671,2023-12-04T04:49:08.453000Z
3,23,48.79592939432515,2.4261841177940373,2023-12-04T04:49:09.339000Z
23,4,48.787553654715644,2.306235730648041,2023-12-04T04:49:08.471000Z
57,3,48.8436279,2.4630465,2023-12-04T04:49:08.944000Z
2,30,48.8094458,2.3903009,2023-12-04T04:49:07.439000Z
31,4,48.86223916006812,2.4435862898826604,2023-12-04T04:49:07.754000Z
1,27,48.791922819921815,2.395057752728462,2023-12-04T04:49:07.214000Z
7,15,48.87451538963655,2.415283620357514,2023-12-04T04:49:07.370000Z
16,1,48.8835462,2.4137883,2023-12-04T04:49:07.571000Z
23,1,48.892663,2.172411,2023-12-04T04:49:09.488000Z
9,11,48.86431136000005,2.4105210229754443,2023-12-04T04:49:07.256000Z
27,1,48.854898095789295,2.4186685681343083,2023-12-04T04:49:08.999000Z
23,10,48.83802015441127,2.2460845112800603,2023-12-04T04:49:07.105000Z
17,4,48.875065791004396,2.3316738009452824,2023-12-04T04:49:09.018000Z
0,27,48.906442763495,2.3584905266762,2023-12-04T04:49:07.738000Z
24,16,48.84070239213081,2.409667745232582,2023-12-04T04:49:07.751000Z
31,1,48.86741186571367,2.290781380114821,2023-12-04T04:49:08.210000Z
10,24,48.865804276686,2.3693370749669,2023-12-04T04:49:08.496000Z
15,7,48.885325169402904,2.316423766314984,2023-12-04T04:49:08.430000Z
10,17,48.85865170952645,2.303716580234576,2023-12-04T04:49:08.961000Z
27,17,48.86112461407359,2.381299026310444,2023-12-04T04:49:08.544000Z
1,56,48.82837482809675,2.384273745805574,2023-12-04T04:49:07.241000Z
49,1,48.881287375060616,2.420119643211365,2023-12-04T04:49:07.338000Z
12,7,48.877951,2.381464,2023-12-04T04:49:08.994000Z
24,9,48.87525454905335,2.340853661298752,2023-12-04T04:49:07.774000Z
53,11,48.844835471244416,2.297508493065834,2023-12-04T04:49:09.769000Z
28,14,48.883498,2.282015,2023-12-04T04:49:08.449000Z
16,0,48.84512772828,2.3454568170362,2023-12-04T04:49:07.457000Z
23,25,48.8644954,2.3750124,2023-12-04T04:49:08.226000Z
5,15,48.86746195408435,2.405970990657807,2023-12-04T04:49:07.402000Z
15,3,48.848191348584,2.341831654854,2023-12-04T04:49:07.925000Z
12,13,48.89465,2.381868,2023-12-04T04:49:08.836000Z
10,19,48.816939911292,2.2809894804846,2023-12-04T04:49:08.233000Z
10,12,48.88611466796807,2.356855627529275,2023-12-04T04:49:09.554000Z
4,8,48.875448033960744,2.315508019010038,2023-12-04T04:49:08.252000Z
15,10,48.886591074487995,2.261394560337067,2023-12-04T04:49:07.510000Z
24,9,48.84520880183234,2.2656840831041336,2023-12-04T04:49:09.409000Z
5,20,48.839109,2.4175664,2023-12-04T04:49:08.751000Z
15,8,48.827673823165846,2.320918142795563,2023-12-04T04:49:08.436000Z
28,4,48.88863669349711,2.3111706599593163,2023-12-04T04:49:09.611000Z
30,7,48.863875,2.28189,2023-12-04T04:49:07.082000Z
45,6,48.847563015126106,2.433383166790009,2023-12-04T04:49:08.770000Z
38,9,48.8726877314,2.376461327076,2023-12-04T04:49:08.335000Z
1,28,48.85034821320644,2.273029983043671,2023-12-04T04:49:07.912000Z
38,10,48.858462881661,2.4147954583168,2023-12-04T04:49:07.833000Z
12,13,48.88125496379482,2.373463287949562,2023-12-04T04:49:07.589000Z
6,20,48.895713,2.400571,2023-12-04T04:49:07.986000Z
9,42,48.858925,2.3789759,2023-12-04T04:49:09.379000Z
33,7,48.82577028927573,2.3210415244102482,2023-12-04T04:49:07.882000Z
5,24,48.8435137879902,2.3065522313117985,2023-12-04T04:49:08.452000Z
37,13,48.84442462786544,2.294059172272682,2023-12-04T04:49:08.644000Z
19,14,48.87372241291653,2.315848097205162,2023-12-04T04:49:07.288000Z
27,26,48.871624306962985,2.3639265082738348,2023-12-04T04:49:07.298000Z
27,9,48.872988840744,2.3294984212276,2023-12-04T04:49:09.373000Z
8,23,48.850571,2.3471015,2023-12-04T04:49:07.950000Z
31,2,48.882633484311,2.3448844062122,2023-12-04T04:49:08.325000Z
10,16,48.83486054775774,2.3445770524322067,2023-12-04T04:49:09.486000Z
4,48,48.81057120969284,2.3842826485633855,2023-12-04T04:49:07.503000Z
19,10,48.83227829269761,2.3022570088505745,2023-12-04T04:49:08.506000Z
19,33,48.86921273836114,2.371688821240712,2023-12-04T04:49:09.793000Z
0,17,48.7672039733195,2.4144977331161503,2023-12-04T04:49:07.195000Z
22,11,48.84309486651855,2.2597770800669053,2023-12-04T04:49:08.435000Z
6,22,48.882976576876565,2.260125767248034,2023-12-04T04:49:08.470000Z
10,27,48.8888,2.296319,2023-12-04T04:49:07.756000Z
12,21,48.819211549234495,2.254007756710053,2023-12-04T04:49:09.402000Z
32,15,48.864660627935,2.3692265531829,2023-12-04T04:49:09.376000Z
23,33,48.910388180512,2.3117771744728,2023-12-04T04:49:07.622000Z
15,7,48.79387269664978,2.321148812770844,2023-12-04T04:49:09.295000Z
26,9,48.905303858642,2.31055945158,2023-12-04T04:49:08.519000Z
14,4,48.886785741479684,2.3746193200349808,2023-12-04T04:49:07.648000Z
26,6,48.886393679436,2.3865414544355,2023-12-04T04:49:09.184000Z
11,8,48.877141208359035,2.4461565166711807,2023-12-04T04:49:09.562000Z
19,14,48.88467368538326,2.380039058625698,2023-12-04T04:49:07.585000Z
8,19,48.909423010092326,2.3584435880184174,2023-12-04T04:49:09.771000Z
11,8,48.90379820774301,2.3187401890754704,2023-12-04T04:49:09.596000Z
8,19,48.8577967,2.3192664,2023-12-04T04:49:07.192000Z
17,16,48.852191909696,2.3740932717919,2023-12-04T04:49:10.142000Z
13,17,48.84288183896324,2.222245037555695,2023-12-04T04:49:10.110000Z
16,9,48.799824,2.328171,2023-12-04T04:49:08.231000Z
16,35,48.855628721101,2.3256602883339,2023-12-04T04:49:07.059000Z
21,8,48.814280450380224,2.3410347104072575,2023-12-04T04:49:07.245000Z
0,0,48.868895162679,2.3919824145635,2023-12-04T04:49:08.980000Z
3,24,48.82124248401006,2.2511002421379094,2023-12-04T04:49:07.280000Z
14,10,48.8184945213025,2.3744174838066106,2023-12-04T04:49:07.678000Z
20,0,48.867362,2.396222,2023-12-04T04:49:08.184000Z
13,10,48.87778639599673,2.337429821491241,2023-12-04T04:49:09.717000Z
28,13,48.85670169739857,2.445072233676911,2023-12-04T04:49:08.479000Z
39,11,48.82176874759649,2.3688706755638127,2023-12-04T04:49:08.418000Z
3,22,48.80476007936134,2.4180373930262093,2023-12-04T04:49:09.778000Z
15,9,48.84571672113014,2.4272462725639348,2023-12-04T04:49:08.446000Z
45,5,48.868831082877,2.3809862136841,2023-12-04T04:49:09.815000Z
12,5,48.846171461187,2.3793068155646,2023-12-04T04:49:07.902000Z
28,8,48.888537048944826,2.3561610281467438,2023-12-04T04:49:08.750000Z
25,30,48.868397,2.3678933,2023-12-04T04:49:08.056000Z
26,4,48.88879,2.3785,2023-12-04T04:49:07.993000Z
